"Banco de México"

"CPI Consumer Price Index and UDIS"
""

"Date: 03/30/2018 10:51:28"

"Important announcement: Some time series have been changed, please review the metadata for the time series."

"Title","CONSUMER PRICE INDEX (INPC)","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Agricultural","Core and complementary subindexes, Consumer price index (INPC), Core, Services, Education (tuitions)","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Energy and Prices Approved by Government, Energy","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Agricultural, Fruits and Vegetables","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Agricultural, Meat and Eggs","Índice Nacional de Precios al consumidor Agricultural, Incidence monthly","Índice Nacional de Precios al consumidor Fruits and vegetables, Incidence monthly","Índice Nacional de Precios al consumidor Meat and eggs, Incidence monthly","Índice Nacional de Precios al consumidor Administered, Incidence monthly","Índice Nacional de Precios al consumidor Education (tutions), Incidence monthly","Core and complementary subindexes, Consumer price index (INPC), Core, Merchandise, Foods, Beverage and Tobacco","Core and complementary subindexes, Consumer price index (INPC), Core, Services, Housing","Índice Nacional de Precios al consumidor Processed foods, beverage and tobacco, Incidence monthly","Índice Nacional de Precios al consumidor Housing (shelter), Incidence monthly","Core and complementary subindexes, Consumer price index (INPC), Core","Core and complementary subindexes, Consumer price index (INPC), Core, Merchandise","Core and complementary subindexes, Consumer price index (INPC), Core, Merchandise, Non Food Merchandise","Core and complementary subindexes, Consumer price index (INPC), Core, Services","Core and complementary subindexes, Consumer price index (INPC), Core, Services, Other Services","Core and complementary subindexes, Consumer price index (INPC), Non-Core","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Energy and Prices Approved by Government","Core and complementary subindexes, Consumer price index (INPC), Non-Core, Energy and Prices Approved by Government, Prices Approved by Government","","","","","","","",""
10/01/2001,66.790457310724,59.169676904100,56.706138524246,53.165860114985,55.578035818496,61.828841472221,N/E,N/E,N/E,N/E,N/E,60.266089347535,72.096455375870,N/E,N/E,69.861539512466,70.564451649907,79.407819721939,69.024009057644,70.693188082099,57.409705613267,55.786661732417,60.089693373568,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/2001,67.042057015578,58.679411048079,56.706895184297,55.230137911227,54.723774245620,61.614628530959,N/E,N/E,N/E,N/E,N/E,60.412478251362,72.321537552111,N/E,N/E,70.028502744519,70.690081909753,79.507833359372,69.237010036443,70.957962102714,57.853638968140,56.993993325975,60.100995486712,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/2001,67.134902470813,58.545872138219,56.706895184297,54.895237240320,53.923585752751,61.985901128086,N/E,N/E,N/E,N/E,N/E,60.465590710355,72.555254165308,N/E,N/E,70.196230658614,70.754849100282,79.583047572373,69.519604717170,71.366794072735,57.766240297334,56.944645963035,60.454020255857,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/2002,67.754636301573,60.149419524234,56.977399207010,54.429059491128,57.566713890034,62.043794854888,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,60.836496689294,73.014149692903,0.00000000,0.00000000,70.546383243922,70.898880400509,79.482855551825,70.099702987518,72.148494136387,59.005495341208,57.881730438965,63.381232244155,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/2002,67.711079179108,55.606949746019,57.178272182914,56.287539675446,47.391862467292,61.769823314481,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,61.238953066510,73.690355118495,0.00000000,0.00000000,71.045470287001,71.281110148616,79.832568465952,70.728928430560,72.864932397452,57.677748782419,59.190016587831,63.927402449395,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/2002,68.057434733438,55.649278384360,57.264967115132,57.490251557380,47.787114333702,61.544934227924,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,61.592606971194,74.084892141961,0.00000000,0.00000000,71.334713227546,71.469886595674,79.841413483667,71.130161156277,73.365737503260,58.148451716836,60.009925740070,64.216082172923,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/2002,68.429198616676,56.495208589338,57.275303817072,58.033995503990,50.074228723751,61.298983464134,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,61.790839003840,74.482009009215,0.00000000,0.00000000,71.589084867319,71.619760022570,79.935764326492,71.501051642099,73.819667299435,58.786393124088,60.475566986171,64.576573906506,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/2002,68.567893678498,57.029183880797,57.290999102058,57.540223539227,51.941817540185,60.822827883976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,61.918369055562,74.844695018892,0.00000000,0.00000000,71.721483307143,71.664089273254,79.890777530917,71.731711620993,73.997273333028,58.935777270504,60.309621240799,64.871381322006,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/2002,68.902213711874,58.579230871224,57.376709734189,58.066828325677,55.597552420042,60.777229954029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,61.872735806218,75.209396498332,0.00000000,0.00000000,71.812180435469,71.620787194278,79.851201260898,71.971999029754,74.174397353626,59.836728680700,60.676313958373,65.016420517376,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/2002,69.100011723087,59.892090514727,57.430744144770,57.859476481205,58.451972707968,60.946783517005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,61.847760699049,75.527807819121,0.00000000,0.00000000,71.908709724991,71.559974204522,79.754060557566,72.220044845680,74.423457436527,60.314087679129,60.583484058019,65.112350072081,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/2002,69.362746788219,60.274392413410,58.170842508833,58.267489265237,58.507714381148,61.568246951276,0.05221889,0.00321877,0.04900012,0.05451200,0.06698535,61.946817846891,75.847684375539,0.02344634,0.07570847,72.150980215225,71.686329708176,79.903447379338,72.565798933705,74.651970935738,60.641654378789,60.876108665550,65.213133223125,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/2002,69.779950763035,59.883335323466,62.400753906206,59.138405057894,57.705623508955,61.478216939602,-0.05321229,-0.04614066,-0.00707163,0.11591646,0.38139262,62.052277278913,76.163072141006,0.02486711,0.07436310,72.626109726345,71.739401851349,79.912320950582,73.417721957028,74.795102358860,60.875885557930,61.509514062517,65.451659847959,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/2002,70.087509395709,59.931588236410,62.402665845280,60.987594910521,57.561203125344,61.667577182454,0.00652670,-0.00825823,0.01478493,0.24465205,0.00017136,62.417369099478,76.452423355403,0.08557372,0.06781666,72.795471750404,71.955189361596,80.002142077068,73.545637430631,74.816731914154,61.617501566722,62.693762202213,65.530392733223,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/2002,70.654355126782,61.440527905438,62.402665845280,64.358894973700,61.362051331792,61.498001458208,0.20320266,0.21638467,-0.01318201,0.44407064,0.00000000,62.610230319971,76.718991791301,0.04500601,0.06220239,72.935797490074,72.058316678524,80.029561897730,73.719172220580,74.965234706343,63.517363893629,64.843183431769,65.648349161470,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/2002,70.961913759456,63.608438050180,62.402665845280,64.139441410831,65.911036242491,61.922093914747,0.28960253,0.25689995,0.03270258,-0.02867483,0.00000000,62.745578618667,76.932091754484,0.03133156,0.04932707,73.087582877110,72.136021795611,80.058634103555,73.937093084019,75.265889849730,64.312932593197,64.762670841769,65.798836314856,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/2003,71.248784591726,62.564257556076,62.629538117581,65.324495793490,62.472376449503,62.631548130030,-0.13888304,-0.19335317,0.05447013,0.15417326,0.01999513,63.178807624597,77.313483627613,0.09985257,0.08789940,73.412784168229,72.331487657190,80.053501847376,74.378116232226,75.839733805249,64.479386997907,65.701975601233,66.329563972055,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/2003,71.446697882259,61.329273682344,63.031216171952,65.580706361670,58.268101613333,63.571171360406,-0.16360009,-0.23545168,0.07185159,0.03319834,0.03525897,63.590678775780,77.747315937511,0.09454786,0.09958295,73.777081673198,72.646926486864,80.287581801417,74.786032527588,76.225566765005,64.156381577906,65.961162962354,66.593700474622,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/2003,71.897691931068,63.118878242802,63.131680759822,66.123764004074,61.596470798625,64.233837359671,0.23641512,0.18588233,0.05053279,0.07017158,0.00879428,63.951910325371,78.112778811144,0.08269361,0.08365700,74.076846927070,72.921246375523,80.488575289859,75.108514239591,76.587390626073,65.081536777671,66.334467248992,66.684777132461,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/2003,72.020439546799,62.563791841595,63.228919671976,65.880210068082,59.577418635400,64.750909391745,-0.07286927,-0.11205205,0.03918278,-0.03127347,0.00845850,64.144482026846,78.373353294849,0.04380709,0.05927295,74.327754772652,73.045477744343,80.555148680756,75.472513049145,77.144190938331,64.802933565236,66.232366572443,66.817853062232,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/2003,71.788046588927,62.262386596777,63.253983687288,61.977608695188,59.342393547821,64.400889591043,-0.03949976,-0.01302106,-0.02647870,-0.50025905,0.00217652,64.327930132641,78.619867387338,0.04166054,0.05597914,74.524929423072,73.196254239635,80.678360501719,75.711109850103,77.451992379294,63.226182360365,63.841454464941,66.940237240440,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/2003,71.847351616752,62.148945455016,63.294806768244,62.047597640379,59.204345707844,64.305469553125,-0.01491484,-0.00767302,-0.00724183,0.00900067,0.00355650,64.389684477424,78.867141567323,0.01406966,0.05633363,74.606056169486,73.168358448562,80.574827889718,75.889566931036,77.615260222264,63.218234742545,63.900852264199,66.982026468919,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/2003,71.951480212119,62.413183235606,63.371000616925,62.025606601289,60.596785923689,63.743450472543,0.03471226,0.07733088,-0.04261862,-0.00282573,0.00663250,64.383096452687,79.049059693715,-0.00149972,0.04140996,74.707296517641,73.094834936615,80.444831653616,76.146828459379,78.008215127841,63.331153485453,63.917171295020,67.062038852607,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/2003,72.167322929668,62.118791754354,64.732196049230,62.404229241473,59.630083640787,63.941436418741,-0.03861754,-0.05360935,0.01499181,0.04858062,0.11831752,64.468707383558,79.298229681478,0.01946062,0.05663644,74.974795124017,73.246924765900,80.653008988749,76.517358742870,78.137101144082,63.383881152425,64.191494384732,67.162956151891,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/2003,72.596939584727,63.160480764688,67.745704813237,62.966145556448,61.376295004780,64.467157363023,0.13623817,0.09654860,0.03968957,0.07188355,0.26115743,64.564651047388,79.537172931215,0.02174428,0.05414974,75.334171611325,73.361679542228,80.783634491139,77.095122304167,78.158680304127,64.032991052629,64.589987934939,67.289747148035,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/2003,72.863122616593,63.769212311808,67.741651692287,63.845417822854,62.004795632790,65.061410711669,0.07914239,0.03454439,0.04459800,0.11181597,-0.00034917,64.855246215639,79.777629585012,0.06546962,0.05417027,75.495863754360,73.540234644346,80.867662638059,77.241759968684,78.271350417387,64.627132730048,65.174815672809,67.385038869895,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/2003,73.467895981740,64.590942621022,67.764063136472,67.839657302236,62.554579075451,66.082305600985,0.10644410,0.03010734,0.07633676,0.50608508,0.00192367,65.260576948007,79.949667029806,0.09098502,0.03861501,75.694208375108,73.801205496533,81.006838667171,77.384194754675,78.429078414031,66.504186132843,67.725570822243,67.535893533664,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/2003,73.783729734576,65.930921665208,67.764812934030,68.061392518663,64.352667118513,67.086781288893,0.17214691,0.09765638,0.07449053,0.02786333,0.00006383,65.692512449952,80.104825165345,0.09615862,0.03453955,75.913190915724,74.020260670644,81.046289079109,77.603112451429,78.786132990771,67.123570181799,67.884938297006,67.591569978950,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/2004,74.242309310200,67.006533791370,67.934930531921,68.408376575880,63.715848123137,69.416519376066,0.13818373,-0.03458643,0.17277016,0.04360215,0.01448170,66.311551693930,80.372531506126,0.13781215,0.05959375,76.205365796564,74.330669395061,81.096309672170,77.879008990782,79.107679153260,68.100841210286,68.799429907236,69.449585277311,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/2004,74.686407425541,67.632322222654,68.215102710734,68.985183399628,63.128195886043,70.930990233894,0.08039495,-0.03191612,0.11231107,0.07248176,0.02385039,66.863798549092,80.742287387559,0.12294265,0.08231087,76.548804959800,74.706326926462,81.322980760180,78.193685068665,79.383045968879,68.860487590411,69.644529127268,70.740740641099,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/2004,74.939488183818,67.195199833581,68.307663026874,69.534444882149,60.271106798158,72.266168653797,-0.05615705,-0.15517204,0.09901499,0.06902041,0.00787944,67.225641136465,81.234211743659,0.08055435,0.10950663,76.829524965062,74.946421201176,81.460357340635,78.510673867843,79.616403111806,69.028123213551,70.198232793930,71.301829771259,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/2004,75.052581492694,65.917789272875,68.449787939129,69.410876015562,57.998063127892,71.717925716175,-0.16410875,-0.12345181,-0.04065694,-0.01552771,0.01209875,67.511991727809,81.652178068781,0.06374812,0.09304293,77.082585157226,75.117413593989,81.534023308250,78.837000437293,79.922834094883,68.701186827944,70.478064216931,72.252344298263,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/2004,74.864322509016,65.322677596203,68.546345803253,66.445291006520,57.463674332239,71.078342679176,-0.07645391,-0.02902332,-0.04743059,-0.37265654,0.00821974,67.823266434708,81.937829756975,0.06929680,0.06358854,77.260461586790,75.324875764426,81.653899999990,78.988464070727,79.968067410479,67.368926573808,68.675219846029,72.382643061040,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/2004,74.984311751360,64.163221284403,68.641050878567,67.229930071057,54.702749561928,71.091747070840,-0.14895518,-0.14994923,0.00099405,0.09859804,0.00806202,68.143157393418,82.126768594026,0.07121497,0.04205942,77.465963521547,75.550266366363,81.799561704445,79.176210313179,80.188086051231,67.221583041235,69.173993255878,72.406143475440,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/2004,75.180845855199,64.576406935789,68.820182214803,67.713817047609,55.279447108420,71.385182204921,0.05308190,0.03132116,0.02176074,0.06080542,0.01524902,68.396608938064,82.306425887671,0.05642405,0.03999327,77.600888549700,75.670397101997,81.807211159358,79.324343008968,80.295507770912,67.611854449414,69.549636571920,72.601823622306,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/2004,75.644942177598,67.076694108860,69.579704719519,68.350448089472,58.747565465855,73.176662933562,0.31421153,0.18435779,0.12985374,0.07999930,0.06465634,68.699738554901,82.448971762622,0.06748351,0.03173195,77.816546128889,75.902912716904,81.980150528873,79.524950504995,80.350016475011,68.851085647990,69.983829392530,72.699447781393,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/2004,76.270403343149,69.472016852985,72.833307844977,68.974083343188,63.856673002749,73.584502549792,0.29887170,0.26949720,0.02937451,0.07611120,0.26900141,69.071872149203,82.662662518942,0.08046143,0.04620057,78.261968308381,76.166754488848,82.152627695560,80.132479366428,80.377509909553,70.040195846324,70.402912398045,72.778447398510,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/2004,76.798631846800,72.008598864202,72.833977717735,70.171312830884,69.541293353489,73.815568993823,0.31390115,0.29739517,0.01650598,0.14491674,0.00005493,69.558361133401,82.786655996143,0.10432421,0.02658788,78.486743368112,76.488558210265,82.335488294377,80.270631675326,80.578291510134,71.517121940199,71.203370749344,72.919244108066,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/2004,77.453745526263,73.255072250883,72.837272500398,74.394766038091,71.790273466561,74.327840755642,0.15318998,0.11684804,0.03634195,0.50770587,0.00026831,69.854900650616,82.940024666728,0.06315359,0.03266065,78.673145462977,76.692900010518,82.462043908649,80.441018021826,80.824616625676,73.640663006531,73.886818083725,73.042316682384,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/2004,77.613731182722,72.595097635721,72.845286368071,74.880161150061,68.490859975001,75.600900862905,-0.08042345,-0.16997327,0.08954983,0.05785594,0.00064709,70.318988114296,83.066660690916,0.09799939,0.02673952,78.892582997540,76.891040776510,82.435808408938,80.679468337204,81.250706262810,73.614320010245,74.264975585727,73.242183647471,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/2005,77.616489556109,69.343612848334,73.240816250649,75.284296324909,60.055331317545,76.146032429628,-0.39540441,-0.43367116,0.03826674,0.04807105,0.03187193,70.684211156562,83.288536524419,0.07696372,0.04675312,79.188137405980,77.148405628904,82.602174509410,81.009116634401,81.657854720270,72.699202923715,74.841359051183,74.104942757916,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/2005,77.875087061160,69.700424587832,73.393751960620,74.975253053469,60.231812705094,76.634911948706,0.04338965,0.00907265,0.03431699,-0.03675898,0.01232325,70.997901034522,83.600803898836,0.06610215,0.06579826,79.495594490470,77.452712660347,82.898565337084,81.319385942160,82.022714470462,72.805486019671,74.787708606967,74.475901960391,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/2005,78.226090074683,71.045664162918,73.464597197923,75.371190886028,63.075198432127,76.882960542380,0.16304269,0.14568872,0.01735397,0.04693814,0.00568960,71.195208599941,83.719681709116,0.04143941,0.02496568,79.722271216524,77.658102623854,83.110774329029,81.565066516110,82.450146307608,73.545428490742,75.141238886929,74.758926518641,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/2005,78.504685786792,73.385036722104,73.522767691112,74.534275284273,69.293853500930,76.381279324375,0.28225913,0.31720025,-0.03494112,-0.09877054,0.00465072,71.338232581623,83.865107462065,0.02990374,0.03040400,79.873830015304,77.823724237595,83.295461312390,81.704070676959,82.612134289079,74.222509991409,74.757139810785,75.127668728620,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/2005,78.307462089606,74.621380946240,73.585951671313,69.794200275204,72.672664657267,76.048554073644,0.14864236,0.17173371,-0.02309135,-0.55742386,0.00503361,71.550555453223,83.963361135153,0.04423521,0.02046882,80.028464570945,78.013234260832,83.465724389421,81.827570010417,82.780973322810,72.923068945536,71.838893166748,75.238347781671,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/2005,78.232296414804,71.833406069734,73.744249501323,70.151762594205,65.899731990468,76.179025934160,-0.33603655,-0.34511423,0.00907768,0.04215475,0.01264276,71.767100174878,84.091045486986,0.04522862,0.02666712,80.222730142783,78.198260417639,83.624158683460,82.030084109362,83.069583978185,72.006280769513,72.116641252702,75.383398747742,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
07/01/2005,78.538475860785,73.316252618032,73.807524675136,70.612666216623,68.840414630773,76.594203209690,0.17890000,0.14998600,0.02891400,0.05439000,0.00505800,71.820076530745,84.265553048109,0.01107500,0.03648100,80.387754294627,78.225561077648,83.629797045251,82.318061494918,83.544696437356,72.754465897987,72.395830034369,75.360473033969,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
08/01/2005,78.632260555950,72.954500848606,74.534588103347,71.030267288164,67.294243845800,77.099879401350,-0.04364400,-0.07855300,0.03507900,0.04908800,0.05789700,71.919541444696,84.393330526774,0.02071400,0.02660800,80.498718307139,78.312168410614,83.705556580350,82.450770036798,83.468724093617,72.792326637882,72.688797140305,75.446226865621,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
09/01/2005,78.947404715439,72.621587739679,77.674969726825,71.488861545617,66.633949395645,77.006729185128,-0.03996100,-0.03350600,-0.00645400,0.05384300,0.24977700,72.199666338302,84.620500010458,0.05826700,0.04724900,80.885677832044,78.498948080371,83.813581924173,83.016440979679,83.428037918090,72.884327704812,73.052056751783,75.650985509011,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
10/01/2005,79.141180445891,71.254500487271,77.671567409204,73.383346194208,64.151515448843,76.456483689238,-0.16344000,-0.12546600,-0.03797300,0.22153900,-0.00027000,72.463599618005,84.862559413295,0.05467900,0.05014500,81.078741444601,78.724197035912,84.006193346227,83.180770990253,83.579616524769,73.079169544672,74.244009655526,75.674926924974,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
11/01/2005,79.710784550351,70.098501695013,77.671567409204,79.285100102319,62.278818875554,75.825369829454,-0.13786600,-0.09441800,-0.04344800,0.68845700,0.00000000,72.630158252207,85.038573281861,0.03442200,0.03637400,81.245621676146,78.879457512124,84.151921691801,83.358024807845,83.821648854586,74.910865183707,77.983002627486,75.818168337851,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
12/01/2005,80.200395826581,72.463004659022,77.673192126179,80.218874401797,67.217030995449,76.304976269213,0.27997600,0.24719500,0.03278100,0.10814800,0.00012700,72.914509901685,85.188356236987,0.05834500,0.03073200,81.475179938304,79.072551229872,84.268022109998,83.620136947276,84.282668573231,76.212227359190,78.605672379033,75.923603547509,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
01/01/2006,80.670698489101,74.488235138748,77.865273694917,81.473307272309,71.779765559806,76.471825580748,0.23834100,0.22700600,0.01133500,0.14440000,0.01497900,73.233900539977,85.494714633380,0.06513500,0.06247300,81.652589544527,79.292388724452,84.403867722402,83.759668875527,84.246774236664,77.599226131316,79.585234048577,76.446171320086,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
02/01/2006,80.794135698179,74.108306592673,78.121467391900,80.971445930906,70.844320214165,76.498738530165,-0.04445100,-0.04626900,0.00181800,-0.05743300,0.01986200,73.564111722836,85.846972370421,0.06694900,0.07141400,81.919466886061,79.537080677564,84.576408053898,84.046352317033,84.482858689887,77.272838520991,79.293026133216,76.502527881673,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
03/01/2006,80.895505920159,72.090705026635,78.215020223973,81.365266781541,66.414366221241,76.247861336411,-0.23569800,-0.21878100,-0.01691800,0.04500000,0.00724200,73.766453571495,86.266865885452,0.04096100,0.08499700,82.244268951834,79.770359690768,84.835788408231,84.452861977657,84.989125026915,76.676006710030,79.603191478249,76.673609701573,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
04/01/2006,81.014115975809,71.455575873334,78.314725281686,80.970630778324,65.664616368744,75.696676461144,-0.07410300,-0.03698100,-0.03712200,-0.04503700,0.00770800,73.886757433581,86.637154444634,0.02432300,0.07486100,82.523401133284,79.936280013989,85.040194831606,84.833064527557,85.479299916958,76.291512388662,79.378698507517,76.731992227970,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
05/01/2006,80.653458655431,71.869238592356,78.420447170489,75.689065684136,66.436553782259,75.847951053257,0.04819300,0.03802000,0.01017300,-0.60186700,0.00816200,74.041875701388,86.997469269881,0.03131600,0.07273800,82.634967845223,80.030640626552,85.083294887198,84.959992057971,85.394803951693,74.455968314179,76.107296048762,76.802635261774,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
06/01/2006,80.723107583458,70.368407938608,78.545160490863,75.892882401096,63.294171284545,75.549336799891,-0.17563300,-0.15546200,-0.02017200,0.02333000,0.00967100,74.253003465170,87.357556746459,0.04281400,0.07301700,82.884602226937,80.195301688098,85.208752509644,85.285486733050,85.759891921942,73.962021822888,76.256128634446,76.860052623213,N/E,N/E,N/E,N/E,N/E,N/E,N/E,N/E
